key,spec_hash,status,reviewer,date,notes
learning.word.log,baf68f865d43dddb350d8eebba5bd7ab66ebc25cee1a481b157864d888df0cd5,approved,,2026-08-13,
learning.word.magic_wand,77d802604ad17b5587bc613aa0766df046febb765d817861108245294211591b,approved,,2026-08-13,
learning.word.mango,3ea38a9b1bc968d6fdf7ea6ee86135bd8727636b6a02189e226bc259549685aa,approved,,2026-08-13,
learning.word.map,f48cbfe13ca22b1e40be7c1a9dc439c20883056de84fe7baa4a09292d797c0c8,approved,,2026-08-13,
learning.word.meat,a30d40f3106cf40e0d1738de52636ab0e6e0fd9da5b17d2509bca16a8ce30d7f,approved,,2026-08-13,
learning.word.melon,56514f326624d8554a1f2f1ade1860989690208792a63047bf82563cfa1cef54,approved,,2026-08-13,
learning.word.mermaid,66aaf9eeb173690673fa0712592f65169736e753c008b6905aa90a1f65fcc824,approved,,2026-08-13,
learning.word.microscope,f15e08deaf8959131aec919f6a35b4d0154119fa1bd8b0ad84f14bcf6ab95be9,approved,,2026-08-13,
learning.word.milk,1e728f05842becf425204bf22c5812e05d432d559bf5d663937197064fa065d8,approved,,2026-08-13,
learning.word.moon,61e7b70313a825f52485b6222fc710df295f7f726dcfa3ad1587bbdee16cf938,approved,,2026-08-13,
learning.word.mountain,5d06a8d9022cfb6af27ebac6ce4cfb9db168cae7aa7907ebc7a02d7735d4ddad,approved,,2026-08-13,
learning.word.mouse,cc17094ac54222db5d0e1042b910f154c9e6fc71cd9ada26d61d075f1918e6d2,approved,,2026-08-13,
learning.word.mud,8279d650438941b6c4d77ed40a056232e46d4d0440113964c249fd417d1f0ab5,approved,,2026-08-13,
learning.word.mug,438aebbd8028a6a8a4486fc7405ac7b87203400a1e0d4d3396a2f46e5948c288,approved,,2026-08-13,
learning.word.my_best_friend,df086612f16027b0da17612da7775f77236b1d11cf8505d15427765a0e31308b,approved,,2026-08-13,
learning.word.my_dog_likes_to_play,1c79a2e70b63eca89f5d022bfe2b3e017919954e762a54cf80380436e17969be,approved,,2026-08-13,
learning.word.nest,ece9e628773143af68001a352e5e09d3a0fe7aa028408a67395aead48685796d,approved,,2026-08-13,
learning.word.net,49853c0ec8e071fcea45244178f5c984d28317c9012dabdad952ca9b39d69c2e,approved,,2026-08-13,
learning.word.nut,f14f6444320a905635988fb42442e6c82f3e4deef4f458a9a472d92cb608ea2e,approved,,2026-08-13,
learning.word.ocean_wave,a31925118b46cf57bf417809e268065591f9fa7e764244a567006a9c744aed13,rejected,,2026-08-13,too long pause between ocean and wave
learning.word.ocean_wave,f06301ae7790ec93c89376208b2d2c0cb6018276ec683d2af0a0988d508f94b4,approved,Michal Hauzírek,2026-08-13,"retake as ocean-wave, one phrase"
learning.word.octopus,16058313c4713ac8b33c802cb510ce326631233af8665c0635140880ca5a7085,approved,,2026-08-13,
learning.word.onion,586faf5514e8df2a0090f58ebab43485f1edae940bdf76dd4c0a7cc9819bb94a,approved,,2026-08-13,
learning.word.owl,d0cf0e7e65a29916084366791ababef50b2512d7e0f896cb0ba329973ad08e4a,approved,,2026-08-13,
learning.word.paint,d8375ce55f97fb1f2c239575dbd2f118b793004cf3e7397610ec7c969916d0c6,approved,,2026-08-13,
learning.word.pan,a5d6d724c317a38e86dbe803760eb1f90f78b63391d2349635f1316a03218869,approved,,2026-08-13,
learning.word.panda,cbe4fa63c0d32acc59e60d80b7754d644045dcb0df74a2cd19e561d319fe55a7,approved,,2026-08-13,
learning.word.paper,81e10cc3ab30ac9980c3763755067aee16338b8a0e70d82b19fa2c5461a82269,approved,,2026-08-13,
learning.word.parachute,12167bcd292d984ccd0911e453187d30c1e1886ae67ada3664a486936e87100c,approved,,2026-08-13,
learning.word.park,1296e1a247c4f06d3290d39be90ab57bce018f2c4b876e40a1cb3a557de8a140,approved,,2026-08-13,
learning.word.parrot,548cc6b042474eb88795360416754cfbe314618bd828ded96568d489ab849a33,approved,,2026-08-13,
learning.word.peach,f51c29538d8742cea80a146716f050eade836269d15ef47280436e212eec82d9,approved,,2026-08-13,
learning.word.peacock,ed709b3c6fbcbb4481c71c24b16fd6974f7019c75b354f0c6ce762cdf5ba46b8,approved,,2026-08-13,
learning.word.pear,e78c78552d15623afa6a477f23cda42d1c6948bf3634bff03ec24dac1728adab,approved,,2026-08-13,
learning.word.pen,4762ee22a78433ecfe51fe0cda9d54d85aaa5466ed497f1898280b8e3e69b7e4,approved,,2026-08-13,
learning.word.pencil,3eb0ef8fec0b48335af1e0ade9ce343d60a4f21e527159cfb756fdb0f01c13cb,approved,,2026-08-13,
learning.word.penguin,d0224595449c9fa45f78a5564495f368250e0542fddbac9950a801ed03ad5441,approved,,2026-08-13,
learning.word.penguins,3f71cceff8b91ee15398ef5edb6ccd55224ff45158a31dcdf5dbea9422649060,approved,,2026-08-13,
learning.word.phone,dd31dca5a1759da71129e5b3b72069c59cbcff6080bea499b365e565f2765707,approved,,2026-08-13,
learning.word.picture,6d4dc078bbc8c804e3a093ad766f1c8f1b46cb0d2cd367bd704cb39c56210732,approved,,2026-08-13,
learning.word.pie,d94f244b3040a1b8b1d7011111fb36652922aa65026d4f0922763ca5ee2af1f3,approved,,2026-08-13,
learning.word.pig,40ebc08c055fa989b8680cd2bb9889861a170054bcb1d5874e82027f217eab58,approved,,2026-08-13,
learning.word.pin,582ee90270866d62570f3368519634aa06fe12fb9d6ecb0dd32cfae4bd27892e,approved,,2026-08-13,
learning.word.pineapple,aabb3a375eff4df5daf494a868e3b5a03a96c9dbdd78216ad9631773c54729e1,approved,,2026-08-13,
learning.word.pizza,b521d2ae0dae0c382ac2ddde2ff8c45ec44f83bc3d9e07def9873ee9054d0414,approved,,2026-08-13,
learning.word.plant,8131598f1b23b3e733f20bd33135aadb02fc20bcb45f1a6c00033df6626e9035,approved,,2026-08-13,
learning.word.plate,ad5b7916719f28061ce25f0e5cdf479cb45a6018c2dc3d0e32e90ec89906f59a,approved,,2026-08-13,
learning.word.playground,cbaa37de16d4601aa049c7a8b3e0d7648c48a916f68fb904868dfa7f980550e4,approved,,2026-08-13,
learning.word.police_car,6c7f649f7ac48e667dc8278fbcd4a032d2cc2b6762676f039133039dc0ca6df2,approved,,2026-08-13,
learning.word.pony,987a553fa938458038755b859640c55af97a94d0b966a52472e228de55f383a5,approved,,2026-08-13,
learning.word.puppy,90ce8d3c5a789b8282272d5675b5bea08d3ca26759e4346f4681b41163aa7860,approved,,2026-08-13,
learning.word.radio,6045d6d0f543d1d7dfd1e096ace1a832b2e8049d461e684215875f31c792e0c9,approved,,2026-08-13,
learning.word.rain,0eca9612ae2a27be8ac675d6b66f03b4ac28692665a49ddb9c39317c0787ae90,approved,,2026-08-13,
learning.word.rainbow,9f2423229f1f46634796592a43ec8d49fc87d5e283fe35f223272248e9f7cf71,approved,,2026-08-13,
learning.word.rainbows,29444ccdd287363d3b8b67c6348bcfdd0a96b546628bb2d65e27123bf354dafe,approved,,2026-08-13,
learning.word.rat,79358e39beee9b846d75f4839544948feacd08e7fb649a7e208128bd61abcef8,approved,,2026-08-13,
learning.word.read_a_good_book,c692713fa4d4fff4e67ea06216751f70e92defbdbbaa619cd4642c652a12b286,approved,,2026-08-13,
learning.word.rhinoceros,121b1d984b3f40c2d542855ab510d0e97746c91fb335470863227ca7a1dd6e75,approved,,2026-08-13,
learning.word.ring,c3717594aeb08ae241db32270ccb75ad564416f7ddadde5888b55e8d182aaf73,approved,,2026-08-13,
learning.word.robot,822c37e59071a05363b70b860640766cecb473eef4edc729b487174758cbcfbc,approved,,2026-08-13,
learning.word.rocket,2b1edcb6f85e65f254634fc98acbe417271a11a3e0be20c050acdafe72efa21d,approved,,2026-08-13,
learning.word.rose,463643b593a959a48844f869541c937fc8fc7cb55599447191d05c61603f2d2b,approved,,2026-08-13,
learning.word.rug,e995ccb2c8cd0e10ee3c2f696251d2b95afe10721221da09415aa0425ff31b26,approved,,2026-08-13,
learning.word.ruler,341e9c75d7492ab979f0ac6d3fd17d0074385569f4c6ed2d3494ce63201ac8ef,approved,,2026-08-13,
learning.word.sad,74b9a34307dc9606f15f41e3e572aa79441388b0934553da86e836bd729e32d4,approved,,2026-08-13,
learning.word.sailboat,6c89e45bb5c63f80ec4094f9c517f4766869f312005e0e7bf97ae59661ca0e29,approved,,2026-08-13,
learning.word.sandwiches,34d55e2bce2bbd73088aa67715a913b5d5b51df1bd56e834a786b85b7e070572,approved,,2026-08-13,
learning.word.scarecrow,e3468a0b2ced77d490b10b495db24dee1b937021f3fc121acacac54f26b157cf,approved,,2026-08-13,
learning.word.school,bc078497a8dd5340dc1f05d7172985ea9ebf58a98e51ab7d3c37dce9ca721b6a,approved,,2026-08-13,
learning.word.schoolbus,6690e74937a1205aa8cd67f4b5b3ed10049e599aa6c4fffca1baf6a01f8dc796,approved,,2026-08-13,
learning.word.scooter,49a906beb7243cbdce7f460453f5f7afac7c8db3db6f08d47da2859f554f5b4f,approved,,2026-08-13,
learning.word.sea,4a395d1c4052a10090f73c47c3cb467e1aff4e737afd0b4a90bac865f6660f40,approved,,2026-08-13,
learning.word.seat,5f464ac38b0cb26b096594f98f0876babd7f2550050dcccab0c7c856c7f7eacf,approved,,2026-08-13,
learning.word.share_your_nice_toys,527c908be02b682daf3c3a2e98f3096cc5814be8843d692a954759d32598561e,approved,,2026-08-13,
learning.word.sheep,daec26e5413b3460c23bc9fa5ad5e62d44e45e10f0a0d61f8fd614ece844d63d,approved,,2026-08-13,
learning.word.ship,c4f63adb7c58962eb6fdb50a8a6ddff9cb2bc5873d99042f52d20ed818bcb0b8,approved,,2026-08-13,
learning.word.shoe,46c7a991262a2e43c4256a4b636c8e0a68367e4e8d79e8e2b4bc1dc03fd031c4,approved,,2026-08-13,
learning.word.skateboard,c49cd40bf5ba28acbfc5347c2a5869b317472e74a0ec1e28d3f75fea2b366753,approved,,2026-08-13,
learning.word.slow_snail,e43912d5fbb6e2cee9d46a45fdd0bbc0165579e68dea65a895b77dcf2e1e77cd,approved,,2026-08-13,
learning.word.smile,c991825dcb9e9cfb62f5c5688948abdfb20de23936b302eafba137e7b558cd3f,approved,,2026-08-13,
learning.word.smile_and_be_happy,d402c8598ec74703b2a667196592d2d2d7fd37f39dc5c027a7923ea52f7f4619,approved,,2026-08-13,
learning.word.smiley_face,2f1f49018134bc9a624553db2a1431dd25b388f17c521558dded554dc9bf8c98,approved,,2026-08-13,
learning.word.snake,2bf68e3cccc5b9ecf2d33b9d0673d95f4124ae81664daadcd356e50614c2c396,approved,,2026-08-13,
learning.word.snow,d4414bbdca23d632874c914610b61e368357b988994ce08444d402fb4ffa5d89,approved,,2026-08-13,
learning.word.snowglobe,7eeca100ee8e622f32044adce7bda50264438cea0e61acf8d88efc069b281cd8,approved,,2026-08-13,
learning.word.snowman,a11cc07811865e2d34941297b1532a0179311a182bbfdcd893f53ef42ed4ed54,approved,,2026-08-13,
learning.word.soap,e65dd32c162794edd1fd797efdf7fc18538fb02a8f9510c8654ab04dd290eaec,approved,,2026-08-13,
learning.word.soaring_rocket,b04de4896bb25754c27d6447971d5dd763b87a7e3267b79d61a2b4d5c41d7abf,approved,,2026-08-13,
learning.word.sofa,2280b39d2ab036ed624c77e9edb5dc6c57dd173a04c4315a7d4f555f88f3947d,approved,,2026-08-13,
learning.word.soft_pillow,9c9d0fbe26bc96653f901534ca2c374b67b820bfc675633caf43e8d092f27f1d,approved,,2026-08-13,
learning.word.spaceship,ef35b47de61025567056c7672d35dc6ecbecb2fb1afd7c1f0055cb466e0836c6,approved,,2026-08-13,
learning.word.sparkling_star,7ec251bd6a7a49f331a2c6827638a16c9904e046eebffb204ec5b1b63829c105,approved,,2026-08-13,
learning.word.spider,73268c38af404b175d562974cfab54aa8e276d237c83b2d3b21eb98eedbb848f,approved,,2026-08-13,
learning.word.spoon,a3b5c40ca8a5b8145be8f7cfa0bbfb783c9b8608d67f83aa0c6070c2dc2f853c,approved,,2026-08-13,
learning.word.squirrel,d5f8eea6a8a0c7c6ff9541cc1135a742189376366742e55589340c70b8b346a2,approved,,2026-08-13,
learning.word.star,dd697b12959f14acde168c8b5ab0462b1be394977ccbdffeabbbdff2972c22b3,approved,,2026-08-13,
learning.word.starfish,10a82d9cdec894d56062cdefadb49928cb0a335dc856b9e43a5353ba181f79bb,approved,,2026-08-13,
learning.word.starlight,1415b97913b794180736d60d9f2e2b033ac681aeb4f509490c2b80ec8e61ea29,approved,,2026-08-13,
learning.word.statue,51add437d0e1546c2507617db315c7892bf276ec34544d4d1d9dd2528772abb5,approved,,2026-08-13,
learning.word.strawberry,7e5225f1d95697e7df3a6d66e5799a12896721c4b20818ffdc6b3cda47c18f67,approved,,2026-08-13,
learning.word.submarine,e39a9489969eb1f7b75e05bf4803a2511a846590e5fa1cfb1d01d7b9675ff335,approved,,2026-08-13,
learning.word.sun,3fc7a894442e9c3e4bb3f0f3480ed5e3a68dbdf10fcea27d88a9b53cc9f8fad4,approved,,2026-08-13,
learning.word.sunflower,a57097c41d66369d2bef8cab958a9a6db9e78eaa8ae3def5485bf8456ef5e718,approved,,2026-08-13,
learning.word.sunny_beach,d8f38a0da86121ea0a772fcd5c3f4c06cc14b3c8274c6d17e0bbd8f8930e4289,approved,,2026-08-13,
learning.word.sweet,d12ade73c5a4b7f7a66fb52b0101765e1abde63bdeef6cfb3f17cdb4876f1f8d,approved,,2026-08-13,
learning.word.sweet_candy,ad88c6a74060eff1f9307c7d79dfb2c3feedb4dc6d09a3fece42518f6a72b6ce,approved,,2026-08-13,
learning.word.table,5e3684e2d502fb78c3ed71d76168990af8e23f46d442ef103b6b29aa7b53383d,approved,,2026-08-13,
learning.word.tasty_apple,78c047db4445c2c31a02bd0fd22fbfc19d88871d8d3002fcf6124b20add6a93d,approved,,2026-08-13,
learning.word.telescope,80c99aa0bb02d626ae31d362d4ace68568d548ca52ad968eca67e894aa6c9d13,approved,,2026-08-13,
learning.word.television,2ac9fd20f55082c48177b14fb3c7dfa19b8a282a40ac2da96ab3cce3257cbd8c,approved,,2026-08-13,
learning.word.tennis,7334e792434f4cdca00403cb941f4fe720e81e7f11367a798696e10661a2ef8e,approved,,2026-08-13,
learning.word.tent,04665dfed0ede8a7292214cf3da285c3835a3c7ab2bd01bc18e6eab84fcd1fbe,approved,,2026-08-13,
learning.word.the_earth_is_round,f5f8683f9baef743af109f5b8442e431b03fa4720f0fbe7a284d791467a802be,approved,,2026-08-13,
learning.word.the_moon_is_bright,3c6cd5a907b9137e0190a7807cc2c398af0c09a67e6dc945a4d8b8fea3298f30,approved,,2026-08-13,
learning.word.the_sun_is_shining,762565f0964c449b19666d0eba4ac772081654be08474b658db916c6330ea12c,approved,,2026-08-13,
learning.word.tie,14cd5331ddef7275da0b805d7bb3f6ac5cc8f3364a35ff9bc670ec528db66759,approved,,2026-08-13,
learning.word.tiger,a97e3fdfdab3d8df871c43011941556923bf057881c930a2a125f411a69767c9,approved,,2026-08-13,
learning.word.tornado,f48252e58f59738926b76ed9d16647c3fe8974f334394effec24058733271b93,approved,,2026-08-13,
learning.word.toy,4efaaf32b2370008abb560526102d8668f973592b0eb4ece5a80edc3d1d2faf1,approved,,2026-08-13,
learning.word.toy_train,806917b599b1d968253948d34339554c9c17687eb498ac292a626656489cc621,approved,,2026-08-13,
learning.word.tractor,b9ace193df5305b8be4a3e26f67a214fc3dd25051098eccbb35b13ec755d21ad,approved,,2026-08-13,
learning.word.train,e33db88375d48cc53fd1a7f8af615ac7e08eaf98fd94bbca9da8742475664e5b,approved,,2026-08-13,
learning.word.treasure,9b81aac9dae4c7289ed00c1c96c1fc92cf665344e03396d0a01c3caa02876882,approved,,2026-08-13,
learning.word.tree,2140ed4ff7760e9384ce604a4bf0bcee9717fab4650b5f6ec56944aa6f57c843,approved,,2026-08-13,
learning.word.trumpet,4b62286b3021161c0618377976e1369551e27dd8a8589f90f914a98ae4d16d84,approved,,2026-08-13,
learning.word.tulip,8869e455f31472d6f4c0654355a51af64c8a3d927a0b76a0940807f9b8ed78bb,approved,,2026-08-13,
learning.word.umbrella,6a867a27f376c93bc14a67f50e5b1f920218a8e9faebff9cb861fa31764b8f3b,approved,,2026-08-13,
learning.word.umbrellas,1f87e9b588774e66e176682ec443d8242b98a6f5798aaf1c2a0e070ad254c394,approved,,2026-08-13,
learning.word.unicorn,93b37494ad62e53d3f4957709d9995701fae8a4785b2ae39d3008b486b31fc34,approved,,2026-08-13,
learning.word.video,2e00df2fab2f20261a8657e48fa7aa6e66bad9834c707e7bb051e0ac2aa8117c,approved,,2026-08-13,
learning.word.volcano,bce31e2775eaadfe456db575e675757a46f41434506c95cb7e664ef2a48545f6,approved,,2026-08-13,
learning.word.watch_the_green_grass,5f581c9bdff75f1b78c06ab7424adf40ef3a01a16232a80d4f41b1795d107050,approved,,2026-08-13,
learning.word.water,cf1fdf2f9e31ec2ca222aa2288101f064cf26e1dfe2804fdff817faf3c2cdb30,approved,,2026-08-13,
learning.word.water_is_good_for_you,5efa0c89c5a36d8976ff7d0f24559078b7f5803167b3b4f3b54b4f41b9fb5612,approved,,2026-08-13,
learning.word.waterfall,4bf42b3e846dcf0868454e1cedda2502793a54dccefe34c0e8a2201beb0224ff,approved,,2026-08-13,
learning.word.watermelon,91df1358817be5995c611851812da04ff34557c0f3608008bea03d6afa9082be,approved,,2026-08-13,
learning.word.we_eat_healthy_food,bba433fbbfb6a719ae47d19944906d02874469462baae7b5f1fbdfb2e7a15b43,approved,,2026-08-13,
learning.word.weather,7936d048a9708a41a1c5632437077e90a04c2cf40d18a7442b02ea06986d03f5,approved,,2026-08-13,
learning.word.web,a3b4a95aad35d84bc56a152970581ba5c1378f8099c3894ef6efcb6d2434ef7b,approved,,2026-08-13,
learning.word.white,d333da1c8790b893e3e7210b420d126a1899e62d3ad2596f6b52e890a0962b93,approved,,2026-08-13,
learning.word.wild_elephant,4af460f77dd01fe0685158e365397a17a5b6ce9382c5046ffb86222ae06d91eb,approved,,2026-08-13,
learning.word.wolf,823cd679051ef4c396301f1538ed9e6702bb355b07ff6a599e8a60f8b0339bd5,approved,,2026-08-13,
learning.word.wood,8660e05897190648bac53721b264dcecbad7a608d41d436cb1fce8dee00aa75d,approved,,2026-08-13,
learning.word.worm,f107ce0aa78e65fbfcc2e0c6c3e886a78f00ea3a5b7287969d1927f99d4253d0,approved,,2026-08-13,
learning.word.yam,b2b7d3a9e425d99f1e61f3e88806eb4285cb60c0b8f00c06eb4f669f439479f8,approved,,2026-08-13,
learning.word.zebra,6775fe65d96e9862ca6c2c0b55ad4c95d5fe332717981ac3b075e253b2bafee9,approved,,2026-08-13,
learning.word.zoo,d4e43fe9e39a95c3505c0f057ea4bddcbe39ce3e00795ac4a5153c9759974812,approved,,2026-08-13,
ui.app_title.0,280205728b392a261667ce9a4b1ff0cdfce43c9285a759bf206196927e069e3c,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_auto.0,e07e5111d331f8e91033824f7313e924abf2d7e33111e843d656828b3e5ca221,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_czech.0,6fdb387ef00783dc8689eff77f7001286b5e773c61da648e8c487cbb3c392261,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_danish.0,0a396dcc78559f231ac9902acbd75398610a6ab84e37a149a9352f6c55ad1836,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_dutch.0,9f03c15fff6a0f5ef49c8cb5bddb4c1c427c1f47644e34bd904baafcc7d4cc7d,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_english.0,8245cbdd4fb9445674b5ad37756f1c0728aa218d4270ab54d30331fe4192fffd,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_finnish.0,37b5857c4a9e6ce39631eb76c5811b24e2b61283ee031b8b433b6e5f04b16ee2,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_french.0,36eccbf1bd8307a012b07fbf0494f295ee1127135fb6cbaf2834e5cb5367daa6,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_german.0,874e6aa270afb689be2f46cf87175a8cd8a0d026a90c371fab8b90549fd3eece,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_greek.0,f7964c5e562e0d96bc8b334fd0a7f50cbc95577383eff76ca127802e299eafaa,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_hebrew.0,aa15f804231aecdf38b27277ac31623d56eb210975b47d91d29ce6077b59907a,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_hungarian.0,c97c3148dc228f3cec9d078bd783d8e70411b8526575b134c4c2cdc2e253fb2f,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_italian.0,928665c06a54d4b3db4c239bc8e4929caa2cc9c3c8de201b98d63b4ff48a147a,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_norwegian.0,27cec8afa86571eda139357920d902959e458777745d40550458536df45e958f,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_polish.0,8d019a6110fa3f31aad4c1065651d47a207353085ef718b6b39fba86a4381f80,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_portuguese.0,6932cfcfe65b75fb714bf99f00c7b1fe7997e6b925d0b03de6a4b64e89435b63,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_romanian.0,9d2158b66a43c92694337b31cc76a79c49f81bf078f47d5a5f279b801674df01,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_slovak.0,13e451352eee86f2a53b51c112db6aa4d910437d3c32541b1c17d7a3e76c78da,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_spanish.0,a4161c010526f4dd88a95d985b02e75c5827baea52bdc5e58176c069588f694e,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_swedish.0,967c2ae54a57664f2e787f61115a43e38f38a23f2c2e30a233ba91792a32f303,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_turkish.0,01191906d88c2225069c776121b63900810b08e11e607bd69be4b69141e7ec28,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_ukrainian.0,ae9aff2c281fd429c94bcf301f59ad3b11cece3a1579864344eb89790a4e133b,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.lang_vietnamese.0,935dc0d0cc283e9d825835dabc192349d0cdaa147b398cfa2fd9c925d52cb18c,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_counted_to.0,1d72d20eb0b99271ee03b21189707c4bc536323d9db5f969c1e9bc83de5b8b13,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_counted_to_lang.0,cc333b9f9c24b9aac111b87e8a562af66e5eaa648ff236d43673a7528075205d,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_counted_to_lang.1,9be1de186e101e6f4ac10c711b9043937c05fc01a25be0dc04e1e2c2e76174a8,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_found_letter.0,88e0ada6e28e41d3eb72cf580463ab8c2a8aebc0516397098b22d851a077e7b1,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_found_letter_lang.1,1da5b3a5ae4ff8736b1d755e3913cecf13cbb4bfb943a326dbbf356fdb2dd06e,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_found_letters.0,11f929a17f8f10ee2d78fc6b25b63b791b7531ffd00856d286d4302fc2fb2c9d,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_found_letters.1,8cccd698c6c948d0da40b15d859995a16b3a882c8892ca1a9c61cdde8906d132,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_found_letters_lang.1,3e95b274e3c1879ae8717661f2a15ec122943f026e32e4069481602df874b5a4,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_in_language.0,59eb87401ba3c40ca7d89571b9d20b54f7711a95af50f3421b8cbbe7a07199e3,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_spelled_phrase.0,0f89ecd461579457b2fdf694bd7bd936305a57683d9ee65196b75822cb351d76,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_spelled_phrase_lang.1,2b56839919d37b5143e4d80a452b2e7512f24e46e4550486c65fcea08d5a2614,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_spelled_word.0,838107fc63552487519d35ba0ca2460e69dc3aeca0667fe3e9b9e6eaa90cee12,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
ui.recap_tts_spelled_word_lang.1,e35ef4ac751e635cf62d21d4a7adc0b23338ee6e34db85f69535b26197b4e073,approved,Michal Hauzírek,2026-08-13,"recorded singly between carrier words, no sheet cutting"
